uid,username,followers_count,category_tid,category_name,last_video_date,video_count_12m,content_type,collected_at,source,data_quality
100496,科技UP_037,312381,188,科技,2025-03-24,149,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100497,科技UP_038,47354,188,科技,2025-05-30,154,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100498,科技UP_039,185669,188,科技,2025-02-19,124,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100499,科技UP_040,13644,188,科技,2025-10-19,51,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100500,科技UP_041,21194,188,科技,2025-01-15,74,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100501,科技UP_042,64886,188,科技,2025-05-01,144,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100502,科技UP_043,5129,188,科技,2025-11-03,58,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100503,科技UP_044,30752,188,科技,2025-09-18,200,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100504,科技UP_045,37842,188,科技,2025-05-10,125,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100505,科技UP_046,237496,188,科技,2025-02-13,80,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100506,科技UP_047,76214,188,科技,2025-06-04,59,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100507,科技UP_048,389145,188,科技,2025-08-11,42,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100508,科技UP_049,82886,188,科技,2025-09-27,158,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100509,科技UP_050,321427,188,科技,2025-05-06,52,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100510,科技UP_051,68727,188,科技,2025-07-15,137,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100511,科技UP_052,134509,188,科技,2025-02-18,54,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100512,科技UP_053,41487,188,科技,2025-11-02,182,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100513,科技UP_054,115821,188,科技,2025-02-12,92,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100514,科技UP_055,30998,188,科技,2025-05-25,22,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100515,科技UP_056,389666,188,科技,2025-03-07,97,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100516,科技UP_057,10126,188,科技,2024-12-20,186,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100517,科技UP_058,10526,188,科技,2025-09-10,38,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100518,科技UP_059,57622,188,科技,2025-02-04,29,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100519,科技UP_060,115885,188,科技,2025-10-19,128,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100520,科技UP_061,237343,188,科技,2025-09-11,168,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100521,科技UP_062,18259,188,科技,2025-09-23,75,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100522,科技UP_063,75299,188,科技,2024-11-07,119,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100523,科技UP_064,349553,188,科技,2025-09-18,139,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100524,科技UP_065,51753,188,科技,2025-10-03,58,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100525,科技UP_066,99650,188,科技,2025-08-02,124,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100526,科技UP_067,489369,188,科技,2025-06-17,48,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100527,科技UP_068,21968,188,科技,2024-12-22,76,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100528,科技UP_069,269948,188,科技,2025-03-13,59,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100529,科技UP_070,79722,188,科技,2025-03-24,185,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100530,科技UP_071,37630,188,科技,2025-01-21,79,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100531,科技UP_072,4084,188,科技,2025-10-19,37,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100532,科技UP_073,80795,188,科技,2025-08-02,54,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100533,科技UP_074,147818,188,科技,2025-10-18,91,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100534,科技UP_075,203685,188,科技,2025-08-13,49,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100535,科技UP_076,16466,188,科技,2025-01-05,87,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100536,科技UP_077,31082,188,科技,2025-07-19,3,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100537,科技UP_078,44867,188,科技,2025-09-16,40,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100538,科技UP_079,119356,188,科技,2025-10-31,103,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100539,科技UP_080,42373,188,科技,2025-09-27,56,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100540,科技UP_081,122505,188,科技,2025-05-31,114,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100541,科技UP_082,29557,188,科技,2025-06-24,84,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100542,科技UP_083,23115,188,科技,2025-04-22,179,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100543,科技UP_084,129771,188,科技,2025-02-07,48,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100544,科技UP_085,17566,188,科技,2025-08-03,27,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100545,科技UP_086,245314,188,科技,2025-03-03,31,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100546,科技UP_087,6190,188,科技,2025-05-06,120,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100547,科技UP_088,77817,188,科技,2025-03-09,177,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100548,科技UP_089,541362,188,科技,2025-01-13,134,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100549,科技UP_090,169353,188,科技,2025-02-19,159,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100550,科技UP_091,14470,188,科技,2025-09-07,177,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100551,科技UP_092,17736,188,科技,2025-03-08,3,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100552,科技UP_093,47502,188,科技,2025-05-03,37,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100553,科技UP_094,24368,188,科技,2025-10-15,28,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100554,生活UP_001,240288,160,生活,2025-06-09,33,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100555,生活UP_002,93285,160,生活,2024-12-11,123,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100556,生活UP_003,41135,160,生活,2025-08-15,151,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100557,生活UP_004,1502756,160,生活,2025-03-08,122,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100558,生活UP_005,296887,160,生活,2025-09-24,198,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100559,生活UP_006,24990,160,生活,2025-06-13,96,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100560,生活UP_007,43377,160,生活,2025-06-08,40,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100561,生活UP_008,124517,160,生活,2025-03-01,19,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100562,生活UP_009,98502,160,生活,2025-05-25,163,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100563,生活UP_010,15783,160,生活,2025-09-12,165,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100564,生活UP_011,24558,160,生活,2025-05-06,27,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100565,生活UP_012,19680,160,生活,2025-08-26,90,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100566,生活UP_013,444972,160,生活,2025-03-01,57,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100567,生活UP_014,13428,160,生活,2025-01-26,100,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100568,生活UP_015,64410,160,生活,2025-02-12,8,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100569,生活UP_016,96777,160,生活,2025-07-30,12,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100570,生活UP_017,72668,160,生活,2025-10-11,178,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100571,生活UP_018,25470,160,生活,2025-03-30,182,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100572,生活UP_019,135199,160,生活,2025-02-07,158,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100573,生活UP_020,13062,160,生活,2025-08-31,144,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100574,生活UP_021,12093,160,生活,2025-01-31,188,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100575,生活UP_022,137890,160,生活,2025-03-22,72,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100576,生活UP_023,13289,160,生活,2025-10-25,14,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100577,生活UP_024,78921,160,生活,2025-06-29,174,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100578,生活UP_025,31298,160,生活,2025-08-10,184,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100579,生活UP_026,7956,160,生活,2025-01-03,187,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100580,生活UP_027,19119,160,生活,2025-09-25,135,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100581,生活UP_028,146081,160,生活,2025-04-25,62,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100582,生活UP_029,22540,160,生活,2025-04-30,59,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100583,生活UP_030,4787,160,生活,2025-08-21,30,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100584,生活UP_031,94222,160,生活,2025-02-23,6,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100585,生活UP_032,192106,160,生活,2025-09-05,112,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100586,生活UP_033,72358,160,生活,2025-10-15,14,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100587,生活UP_034,71418,160,生活,2025-04-30,75,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100588,生活UP_035,35241,160,生活,2025-07-04,156,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100589,生活UP_036,32327,160,生活,2025-08-15,29,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100590,生活UP_037,241624,160,生活,2025-02-28,1,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100591,生活UP_038,24099,160,生活,2025-05-26,69,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100592,生活UP_039,21359,160,生活,2025-08-14,113,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100593,生活UP_040,3767,160,生活,2025-04-13,166,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100594,生活UP_041,10406,160,生活,2025-06-14,115,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100595,生活UP_042,14921,160,生活,2025-02-22,4,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100596,生活UP_043,481353,160,生活,2025-08-16,190,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100597,生活UP_044,15412,160,生活,2025-06-01,13,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100598,生活UP_045,395040,160,生活,2025-01-03,196,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100599,生活UP_046,53821,160,生活,2025-03-06,112,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100600,生活UP_047,69087,160,生活,2025-01-04,91,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100601,生活UP_048,134846,160,生活,2025-06-19,22,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100602,生活UP_049,67410,160,生活,2025-10-07,39,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100603,生活UP_050,120716,160,生活,2025-04-24,8,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100604,生活UP_051,65841,160,生活,2025-09-02,107,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100605,生活UP_052,167491,160,生活,2025-04-08,119,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100606,生活UP_053,133250,160,生活,2025-08-15,77,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100607,生活UP_054,55367,160,生活,2025-08-11,115,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100608,生活UP_055,33146,160,生活,2025-08-25,182,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100609,生活UP_056,98564,160,生活,2025-07-01,81,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100610,生活UP_057,60266,160,生活,2024-12-15,133,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100611,生活UP_058,284544,160,生活,2025-05-15,117,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100612,生活UP_059,18392,160,生活,2025-09-18,93,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100613,生活UP_060,9186,160,生活,2025-01-04,126,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100614,生活UP_061,328389,160,生活,2025-01-31,159,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100615,生活UP_062,67657,160,生活,2025-03-30,153,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100616,生活UP_063,110403,160,生活,2025-04-14,31,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100617,生活UP_064,106061,160,生活,2024-12-21,154,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100618,生活UP_065,524526,160,生活,2025-03-03,113,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100619,生活UP_066,60057,160,生活,2025-06-18,30,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100620,生活UP_067,38556,160,生活,2025-09-21,3,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100621,生活UP_068,44339,160,生活,2025-01-26,45,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100622,生活UP_069,32399,160,生活,2025-09-14,106,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100623,生活UP_070,35197,160,生活,2025-03-26,42,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100624,生活UP_071,68596,160,生活,2025-01-12,185,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100625,生活UP_072,21262,160,生活,2025-09-20,89,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100626,生活UP_073,60164,160,生活,2025-04-03,132,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100627,生活UP_074,58017,160,生活,2025-04-08,95,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100628,生活UP_075,107656,160,生活,2025-07-26,97,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100629,生活UP_076,693848,160,生活,2025-05-11,166,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100630,生活UP_077,15317,160,生活,2025-01-18,7,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100631,生活UP_078,16343,160,生活,2024-12-22,119,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100632,生活UP_079,15138,160,生活,2025-02-27,126,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100633,生活UP_080,34748,160,生活,2025-09-19,32,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100634,生活UP_081,7804,160,生活,2025-01-31,132,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100635,生活UP_082,341294,160,生活,2025-03-12,186,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100636,生活UP_083,75409,160,生活,2025-05-25,182,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100637,生活UP_084,45328,160,生活,2025-05-10,59,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100638,生活UP_085,525716,160,生活,2025-08-02,167,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100639,生活UP_086,146998,160,生活,2025-08-30,166,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100640,生活UP_087,8693,160,生活,2024-11-14,74,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100641,生活UP_088,10004,160,生活,2025-10-07,34,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100642,生活UP_089,89013,160,生活,2025-06-25,136,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100643,生活UP_090,64461,160,生活,2025-02-26,127,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100644,生活UP_091,246106,160,生活,2024-12-20,2,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100645,生活UP_092,75787,160,生活,2025-05-23,2,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100646,生活UP_093,83145,160,生活,2025-05-28,175,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100647,生活UP_094,277286,160,生活,2025-09-11,157,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100648,生活UP_095,41861,160,生活,2025-02-19,168,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100649,生活UP_096,93862,160,生活,2025-01-16,165,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100650,生活UP_097,143713,160,生活,2025-08-16,12,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100651,生活UP_098,31315,160,生活,2025-08-29,140,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100652,生活UP_099,277944,160,生活,2025-03-25,93,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100653,生活UP_100,142175,160,生活,2025-03-15,77,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100654,生活UP_101,21782,160,生活,2025-05-27,102,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100655,生活UP_102,94369,160,生活,2025-10-14,19,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100656,生活UP_103,26507,160,生活,2025-10-15,190,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100657,生活UP_104,77530,160,生活,2025-07-13,113,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100658,生活UP_105,105730,160,生活,2025-04-23,118,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100659,生活UP_106,156607,160,生活,2025-01-27,6,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100660,生活UP_107,304609,160,生活,2025-10-23,81,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100661,生活UP_108,42775,160,生活,2025-05-05,82,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100662,生活UP_109,30721,160,生活,2025-10-14,119,生活记录,2025-11-05 15:19:23,模拟数据,simulated
100663,美食UP_001,19094,211,美食,2025-02-03,69,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100664,美食UP_002,11120,211,美食,2024-11-16,103,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100665,美食UP_003,132481,211,美食,2025-06-28,103,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100666,美食UP_004,224458,211,美食,2025-03-15,126,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100667,美食UP_005,359168,211,美食,2024-11-13,143,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100668,美食UP_006,5067,211,美食,2025-11-04,188,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100669,美食UP_007,197489,211,美食,2024-12-01,154,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100670,美食UP_008,344490,211,美食,2025-03-23,11,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100671,美食UP_009,165543,211,美食,2025-03-31,58,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100672,美食UP_010,66152,211,美食,2025-06-23,129,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100673,美食UP_011,40042,211,美食,2025-02-06,63,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100674,美食UP_012,14019,211,美食,2025-06-19,192,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100675,美食UP_013,39064,211,美食,2025-10-29,163,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100676,美食UP_014,179480,211,美食,2024-11-22,110,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100677,美食UP_015,315925,211,美食,2025-01-16,6,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100678,美食UP_016,238066,211,美食,2025-05-06,119,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100679,美食UP_017,28838,211,美食,2025-10-14,59,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100680,美食UP_018,1344,211,美食,2025-09-08,175,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100681,美食UP_019,180466,211,美食,2025-02-07,128,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100682,美食UP_020,98480,211,美食,2025-05-22,67,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100683,美食UP_021,29145,211,美食,2024-12-08,77,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100684,美食UP_022,18535,211,美食,2025-07-31,6,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100685,美食UP_023,296234,211,美食,2025-03-20,113,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100686,美食UP_024,71756,211,美食,2024-12-28,41,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100687,美食UP_025,150873,211,美食,2025-05-26,200,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100688,美食UP_026,192120,211,美食,2025-06-03,180,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100689,美食UP_027,34532,211,美食,2025-06-29,176,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100690,美食UP_028,76596,211,美食,2025-09-29,10,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100691,美食UP_029,353619,211,美食,2025-06-11,117,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100692,美食UP_030,126781,211,美食,2025-08-20,189,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100693,美食UP_031,634612,211,美食,2025-02-07,76,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100694,美食UP_032,29310,211,美食,2025-01-02,52,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100695,美食UP_033,157636,211,美食,2025-01-22,198,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100696,美食UP_034,150925,211,美食,2025-07-04,32,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100697,美食UP_035,27829,211,美食,2025-09-13,54,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100698,美食UP_036,62942,211,美食,2025-06-27,179,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100699,美食UP_037,4810,211,美食,2025-05-17,143,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100700,美食UP_038,47579,211,美食,2025-08-31,71,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100701,美食UP_039,104731,211,美食,2025-05-07,119,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100702,美食UP_040,45782,211,美食,2025-06-02,20,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100703,美食UP_041,214933,211,美食,2025-05-25,90,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100704,美食UP_042,50879,211,美食,2025-07-27,40,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100705,美食UP_043,17750,211,美食,2025-01-01,42,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100706,美食UP_044,55696,211,美食,2025-05-18,78,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100707,美食UP_045,80192,211,美食,2025-07-18,99,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100708,美食UP_046,49142,211,美食,2024-11-12,169,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100709,美食UP_047,46780,211,美食,2024-11-07,174,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100710,美食UP_048,84924,211,美食,2025-10-16,56,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100711,美食UP_049,22014,211,美食,2025-07-13,145,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100712,美食UP_050,22412,211,美食,2025-03-10,193,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100713,美食UP_051,1031030,211,美食,2025-10-27,23,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100714,美食UP_052,45911,211,美食,2025-01-26,77,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100715,美食UP_053,170776,211,美食,2025-07-09,75,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100716,美食UP_054,161393,211,美食,2025-01-24,104,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100717,美食UP_055,241960,211,美食,2024-12-08,103,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100718,美食UP_056,2483,211,美食,2025-07-30,199,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100719,美食UP_057,26207,211,美食,2025-05-21,17,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100720,美食UP_058,98025,211,美食,2025-09-10,41,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100721,美食UP_059,682584,211,美食,2025-06-09,175,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100722,美食UP_060,45546,211,美食,2024-12-20,98,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100723,美食UP_061,34267,211,美食,2025-01-26,61,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100724,美食UP_062,54296,211,美食,2025-07-01,160,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100725,美食UP_063,325424,211,美食,2025-03-24,150,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100726,美食UP_064,274706,211,美食,2024-12-21,1,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100727,美食UP_065,320111,211,美食,2025-05-04,145,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100728,美食UP_066,147585,211,美食,2025-08-25,149,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100729,美食UP_067,61934,211,美食,2025-08-18,120,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100730,美食UP_068,411077,211,美食,2025-10-30,141,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100731,美食UP_069,26241,211,美食,2025-05-23,182,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100732,美食UP_070,202441,211,美食,2025-09-28,10,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100733,美食UP_071,23881,211,美食,2025-04-06,116,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100734,美食UP_072,48071,211,美食,2025-02-15,20,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100735,美食UP_073,25252,211,美食,2025-05-22,141,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100736,美食UP_074,5808,211,美食,2025-04-26,17,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100737,美食UP_075,65861,211,美食,2025-08-06,127,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100738,美食UP_076,3040,211,美食,2025-07-08,82,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100739,美食UP_077,72635,211,美食,2024-11-28,12,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100740,美食UP_078,23217,211,美食,2024-12-27,61,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100741,美食UP_079,200301,211,美食,2025-08-13,133,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100742,美食UP_080,161577,211,美食,2025-06-28,46,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100743,美食UP_081,54920,211,美食,2025-03-31,166,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100744,美食UP_082,67632,211,美食,2025-03-28,193,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100745,美食UP_083,8867,211,美食,2025-10-07,188,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100746,美食UP_084,4796,211,美食,2025-10-15,57,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100747,美食UP_085,192385,211,美食,2025-07-04,110,美食制作,2025-11-05 15:19:23,模拟数据,simulated
100748,美食UP_086,32373,211,美食,2025-03-06,160,美食制作,2025-11-05 15:19:23,模拟数据,simulated
